stn,n_obs,mean_ra_arcsec,mean_dec_arcsec,std_ra_arcsec,std_dec_arcsec,sem_ra_arcsec,sem_dec_arcsec,snr_ra,snr_dec,mean_at_arcsec,mean_ct_arcsec,std_at_arcsec,std_ct_arcsec,sem_at_arcsec,sem_ct_arcsec,snr_at,snr_ct,mean_speed_arcsec_per_day,detected_ra,detected_dec,detected_at,detected_ct,at_better_than_ra,ct_better_than_dec,at_gains_detection,at_loses_detection,ct_gains_detection,ct_loses_detection,scenario,target_station,applied_bias,is_target
V00,470,0.07926694095290203,0.033754297449670595,0.4766695556403355,0.3704182756854572,0.021987127049773524,0.01708612096720407,3.605152268118563,1.9755389485103279,0.2936388100586236,-0.03937496974755416,0.39908690745460745,0.35303022647014426,0.018408506342130544,0.01628407006481065,15.951256696290912,2.4180054243712816,871.7454556161142,True,False,True,False,True,True,False,False,False,False,AA07_constant,AA07,constant,False
W68,4780,-0.04358664161359126,-0.011885459086059527,0.37626265994599944,0.4073190384795746,0.005442233521721147,0.005891430538355592,8.008962026276054,2.0174147872372235,0.2639936614924188,0.06481621321177097,0.3197188346657907,0.3652320970296087,0.004624388079841637,0.005282688327213535,57.087263641043585,12.269550879591575,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA07_constant,AA07,constant,False
W84,354,-0.02376411907535586,0.019500759455916967,0.2926082177508877,0.2237205032162245,0.01555195130955886,0.011890610590885139,1.5280474200526508,1.6400132951007125,0.14395021750801315,0.01232693010949171,0.27043417749953164,0.2062782779897395,0.014373414366967333,0.010963566779410261,10.0150328817373,1.124353995147078,646.7304445115977,False,False,True,False,True,False,True,False,False,False,AA07_constant,AA07,constant,False
691,3214,0.15109126701324332,0.016298341009285764,0.43376891283110086,0.36879872704647865,0.007651304531015984,0.006505287234316828,19.747125003424816,2.5053991349234224,-0.07569516406652405,-0.00968246884860858,0.4501187860464934,0.37260853899967417,0.007939702005602135,0.006572488987594971,9.533753787373213,1.4731814487454356,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA07_dcr,AA07,dcr,False
703,11201,0.1213039284812477,0.010229669063422741,0.49239215677766895,0.393059420249438,0.0046524608567492555,0.0037138966206417064,26.07306804210376,2.7544302139608847,0.2138549852930158,0.002333408537606095,0.46384387256800913,0.38841671450668547,0.0043827169687027856,0.0036700291332330587,48.795070916092826,0.6358010939140728,941.5147765161167,True,False,True,False,True,False,False,False,False,False,AA07_dcr,AA07,dcr,False
F51,11792,0.032728453486580225,-0.0006013234940074945,0.2870770603519706,0.19585891516672382,0.00264365485753994,0.0018036389666181776,12.380002402066877,0.3333946012127781,0.14735077882698774,0.004888930462835895,0.2571838249311052,0.18424171666686645,0.002368371987738137,0.0016966577149378818,62.21606216838933,2.881506634951935,711.6464864123344,True,False,True,False,True,True,False,False,False,False,AA07_dcr,AA07,dcr,False
F52,6019,-0.014393663344620904,0.0052961209426282034,0.2887495449870309,0.1910637052308051,0.0037218523215564623,0.0024627255946338923,3.8673386531901772,2.1505119994562456,0.18924859946726516,-0.004980038506325932,0.23190183149490995,0.17462146672632103,0.0029891107532699045,0.002250792503787818,63.312675604354496,2.2125711268120516,654.8380885051354,True,False,True,False,True,True,False,False,False,False,AA07_dcr,AA07,dcr,False
G96,14710,0.06940416041132659,0.005673009347657464,0.3268858127250867,0.19736616840015375,0.0026951921662687205,0.0016272953130759841,25.751099042192283,3.4861584753993395,0.17050122644436042,-0.0037137704464609866,0.29706210611644324,0.1825509700145626,0.002449294004612151,0.0015051431575642872,69.61239692878746,2.4673868580519827,768.1307070317077,True,True,True,False,True,False,False,False,False,True,AA07_dcr,AA07,dcr,False
T09,76,0.11844936416824349,-0.11402567384533002,0.40958711212412624,0.25188716158937985,0.046982863955940236,0.028893439014300176,2.521118429036667,3.9464209777484607,-0.027029699686750293,0.08492027036890992,0.3675525625281576,0.33979176202916733,0.0421611704342014,0.03897678822454635,0.6411041109243882,2.178739558520879,490.29880288748876,False,True,False,False,False,False,False,False,False,True,AA07_dcr,AA07,dcr,True
V00,470,0.07952267040562065,0.03366003728693499,0.47654587716478225,0.37048796406813156,0.02198142218710056,0.017089335452596777,3.617721807476462,1.9696516216387014,0.29360690371416887,-0.03915481026541673,0.3991132852208347,0.3530063099595233,0.01840972305775768,0.016282966878438904,15.948469338350298,2.4046484008552262,871.7454556161142,True,False,True,False,True,True,False,False,False,False,AA07_dcr,AA07,dcr,False
W68,4780,-0.043574339187997524,-0.011910945009815946,0.37626544028590575,0.4073217240752053,0.0054422737363388875,0.005891469382599582,8.006642315149465,2.0217273885857487,0.263973860902966,0.06480570480095668,0.31973439632550565,0.36523987538612557,0.004624613162463884,0.005282800832750454,57.08020360395441,12.267300406102198,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA07_dcr,AA07,dcr,False
W84,354,-0.023684638868249633,0.019310119324908965,0.29261582127914,0.22379307478994634,0.015552355432525979,0.011894467726510568,1.5228972210033156,1.6234538416435635,0.1438690384284211,0.012448464104517986,0.27042451316985483,0.20640274042976411,0.014372900713640271,0.01097018188346308,10.009742730072956,1.1347545771582266,646.7304445115977,False,False,True,False,True,False,True,False,False,False,AA07_dcr,AA07,dcr,False
691,3214,0.15091248192040904,0.016395174491446732,0.4335415107625682,0.36890206864276903,0.007647293357264573,0.006507110089760244,19.734103933262766,2.5195784711321543,-0.07555850034450792,-0.009775618530431093,0.4499505447330411,0.37260646754719384,0.007936734375866937,0.006572452448983559,9.520099422031445,1.4873623820500839,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA07_epoch,AA07,epoch,False
703,11201,0.12126685336967616,0.010224516016369003,0.4923978920016976,0.39307468457468225,0.004652515047103286,0.003714040848519275,26.06479552283843,2.7529358004894706,0.21384782372393382,0.0023392002040021056,0.4638544985167443,0.38841893737377314,0.004382817369998533,0.0036700501364151216,48.792319111395095,0.6373755444897053,941.5147765161167,True,False,True,False,True,False,False,False,False,False,AA07_epoch,AA07,epoch,False
F51,11792,0.03253814317375637,-0.0006292283214707383,0.28701456864091773,0.19604401466116433,0.0026430793795993537,0.0018053435234957138,12.310694648409918,0.34853661548709247,0.14745994264405204,0.004929382392149655,0.2570983452278346,0.18433845420466022,0.0023675848164033905,0.0016975485581887544,62.2828553479487,2.9038240870171004,711.6464864123344,True,False,True,False,True,True,False,False,False,False,AA07_epoch,AA07,epoch,False
F52,6019,-0.014471322479582596,0.005218764373304115,0.2887811747152783,0.1912084743849745,0.0037222600145885433,0.0024645916041978536,3.8877785063014327,2.1174966125889476,0.18930798048018257,-0.004900880858724284,0.23189868683013035,0.17477829225096578,0.002989070219949199,0.002252813914567892,63.33340020476333,2.175448592106336,654.8380885051354,True,False,True,False,True,True,False,False,False,False,AA07_epoch,AA07,epoch,False
G96,14710,0.0681539499146022,0.005749750642854429,0.3268535557017414,0.19746411444499568,0.002694926205271813,0.0016281028838009853,25.289727704335462,3.5315646818529083,0.17114485354170503,-0.003572279587825424,0.29656710083360444,0.18233568589866797,0.0024452126578279427,0.0015033681277523653,69.99180745846917,2.3761841972572735,768.1307070317077,True,True,True,False,True,False,False,False,False,True,AA07_epoch,AA07,epoch,False
T09,76,0.33360045262694005,0.1669829387948259,0.30935687675704476,0.24884044913858802,0.03548566745456117,0.02854395712790468,9.400991345424462,5.85002766247791,-0.1142376321008076,-0.13287342697706062,0.42144398942040373,0.2998689983276609,0.04834294105910959,0.034397333158185286,2.3630674840640675,3.862899090636091,490.29880288748876,True,True,False,True,False,False,False,True,False,False,AA07_epoch,AA07,epoch,True
V00,470,0.07948227098526639,0.03366801470361287,0.4765248277405962,0.37058979665613595,0.021980451249564426,0.017094032639618197,3.6160436418174737,1.9695770689931749,0.2935742573176377,-0.03911371234188142,0.3991268687128206,0.35309283603392333,0.018410349617521228,0.016286958028636014,15.94615330054577,2.4015357731696128,871.7454556161142,True,False,True,False,True,True,False,False,False,False,AA07_epoch,AA07,epoch,False
W68,4780,-0.043580093003849726,-0.011914305655179236,0.3762640787038423,0.4073219140826213,0.005442254042523006,0.005891472130851904,8.007728537355485,2.0222968708936984,0.26397296579789575,0.06480670801517706,0.3197345242734941,0.3652398378900466,0.004624615013093527,0.005282800290410118,57.07998720985799,12.267491567459187,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA07_epoch,AA07,epoch,False
W84,354,-0.02369780501371558,0.019268551017604205,0.2926091043840476,0.2238131710041945,0.015551998433579635,0.011895535828247069,1.5237787680422887,1.6198136255324638,0.1438678190739111,0.01250172888558788,0.2704241111972283,0.20641077853184064,0.014372879349036216,0.01097060910376836,10.009672771904139,1.1395656127510356,646.7304445115977,False,False,True,False,True,False,True,False,False,False,AA07_epoch,AA07,epoch,False
691,3214,0.15088722096720567,0.016340878062132976,0.4335331996776396,0.3688977579032307,0.007647146756989885,0.0065070340520821494,19.73117893013979,2.511263646592436,-0.0756240933991146,-0.009651021258936687,0.450003993735731,0.3725052868232106,0.007937677169562759,0.006570667709439151,9.527232184384781,1.4688037328493155,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA07_mag_dep,AA07,mag_dep,False
703,11201,0.12127492722929821,0.010179124058242155,0.49239796583867507,0.39307335992921416,0.004652515744765998,0.003714028332354863,26.066526989345594,2.740723319088987,0.21381424593781279,0.0024008214588131208,0.46388600485253534,0.3883995028941173,0.00438311506359903,0.0036698665060411898,48.78134450849832,0.6541985804826914,941.5147765161167,True,False,True,False,True,False,False,False,False,False,AA07_mag_dep,AA07,mag_dep,False
F51,11792,0.03257611094096978,-0.0006069135763346416,0.2870341230755269,0.19600944081374433,0.0026432594538134953,0.0018050251374861744,12.3242199678777,0.3362355258829686,0.14742361146670113,0.0049015887847427605,0.2571322340706976,0.1843213007851986,0.0023678968942961393,0.0016973905946070333,62.25930352872185,2.887720009947114,711.6464864123344,True,False,True,False,True,True,False,False,False,False,AA07_mag_dep,AA07,mag_dep,False
F52,6019,-0.01443566870629349,0.005245574695275888,0.2887518041346864,0.1911464698667389,0.0037218814409580065,0.0024637923937258417,3.8785944515679605,2.129065220200363,0.1892757194765541,-0.004900441806875136,0.2318890221720953,0.17470756476673382,0.002988945646835339,0.0022519022689706726,63.32524637139422,2.1761343173720817,654.8380885051354,True,False,True,False,True,True,False,False,False,False,AA07_mag_dep,AA07,mag_dep,False
G96,14710,0.06911715949923297,0.005541369998461543,0.326908591608915,0.19740837852316032,0.002695379979464829,0.001627643337947165,25.64282588199541,3.404535790654538,0.1705567022396706,-0.003726168181840185,0.2969827819670968,0.18260144072511694,0.0024486399724774057,0.0015055592914508516,69.65364616959603,2.4749395145038857,768.1307070317077,True,True,True,False,True,False,False,False,False,True,AA07_mag_dep,AA07,mag_dep,False
T09,76,0.20103466191000066,0.06395662300529716,0.31764539181509355,0.24597168324467827,0.03643642533693091,0.02821488711147761,5.517409022729728,2.266768700955747,-0.0512569308149027,-0.05222947172353633,0.3490842505258076,0.2814481244683386,0.04004270975851659,0.032284314010698555,1.2800564977748785,1.6177971663337258,490.29880288748876,True,False,False,False,False,False,False,True,False,False,AA07_mag_dep,AA07,mag_dep,True
V00,470,0.07946371622654098,0.033792649402688224,0.4765675672290572,0.37063160210755025,0.02198242267516045,0.01709596098129797,3.6148752756143145,1.9766452110914094,0.2935392654747128,-0.03924299970782823,0.3991585719967313,0.35318107338096816,0.01841181198096146,0.016291028113954144,15.942986262201893,2.408871891529945,871.7454556161142,True,False,True,False,True,True,False,False,False,False,AA07_mag_dep,AA07,mag_dep,False
W68,4780,-0.04357594647843872,-0.011912977068109419,0.37626558017592426,0.40732177719286794,0.005442275759697113,0.005891470150889277,8.0069346726495,2.022072040254882,0.2639732190151537,0.06480660239705403,0.31973513897287625,0.36523999141928987,0.004624623904057046,0.005282802511045018,57.0799322261812,12.267466417977891,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA07_mag_dep,AA07,mag_dep,False
W84,354,-0.023694081973404186,0.01928368283671041,0.2926103833239081,0.2237991636355499,0.0155520664084663,0.011894791345003193,1.5235327159164842,1.6211871463227616,0.14386295356851936,0.012478901073102915,0.27042437557012106,0.20640283177408555,0.014372893400296932,0.010970186738358988,10.009324466676087,1.137528591876059,646.7304445115977,False,False,True,False,True,False,True,False,False,False,AA07_mag_dep,AA07,mag_dep,False
691,3214,0.15093884307627298,0.016380868399284626,0.4335001229375039,0.3689122062885499,0.007646563312201231,0.006507288908972048,19.73943547102102,2.5173107615829373,-0.07567877769082597,-0.009681287752502338,0.45000203522732346,0.372494249414477,0.007937642623186083,0.006570473019195207,9.534162884804877,1.4734536956805224,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA07_seasonal,AA07,seasonal,False
703,11201,0.1214376932310327,0.010186772741430448,0.4924608837586125,0.3930650118381093,0.004653110236688073,0.0037139494538297704,26.098176714907996,2.742840975104278,0.21389844944002812,0.0023854524741454977,0.4639440983351558,0.3884062249789779,0.0043836639709083835,0.0036699300209373136,48.794444752047006,0.6499994442772085,941.5147765161167,True,False,True,False,True,False,False,False,False,False,AA07_seasonal,AA07,seasonal,False
F51,11792,0.03274533832646255,-0.0006144111798394249,0.28706901586574085,0.1959611773549207,0.002643580776925238,0.0018045806856473393,12.386736434265048,0.3404730997766516,0.14730418648180033,0.004934194245784679,0.2572342156386015,0.18430665919229802,0.0023688360291299645,0.0016972557621054527,62.18420552135168,2.907160108659046,711.6464864123344,True,False,True,False,True,True,False,False,False,False,AA07_seasonal,AA07,seasonal,False
F52,6019,-0.014405477328093157,0.005280931587845743,0.2887528246467818,0.1911380535145042,0.0037218945949018915,0.0024636839107147076,3.870468913285515,2.1435101982355196,0.18922870205663317,-0.0049594130901686115,0.2319081191407281,0.17472254301569135,0.0029891917982086467,0.0022520953318918902,63.30430257771801,2.2021328404434897,654.8380885051354,True,False,True,False,True,True,False,False,False,False,AA07_seasonal,AA07,seasonal,False
G96,14710,0.06935043661037256,0.005655247745562102,0.3268992079405396,0.1974220051083016,0.002695302610583979,0.001627755689918698,25.73011146802055,3.4742607754880996,0.17043921670159806,-0.0037744442102610647,0.2970841800378693,0.1826350878738401,0.002449476005353053,0.0015058367141107705,69.58190908142085,2.506542824259639,768.1307070317077,True,True,True,False,True,False,False,False,False,True,AA07_seasonal,AA07,seasonal,False
T09,76,0.22060768462516753,0.06265201752087653,0.3565023901753585,0.24926410176175515,0.04089362873434461,0.02859255341662972,5.394671283839618,2.1912005062282223,-0.08747459309022987,-0.06980807181175246,0.37330653337428593,0.3007840986208636,0.04282119615636858,0.03450230236085042,2.042787239543756,2.023287347077548,490.29880288748876,True,False,False,False,False,False,False,True,False,False,AA07_seasonal,AA07,seasonal,True
V00,470,0.07944551895305034,0.03378495987819533,0.47659672222125643,0.3705723416528296,0.021983767494669133,0.01709322750035388,3.6138263822302146,1.9765114503680412,0.29358077774350316,-0.03925853627856364,0.39913780430388035,0.3531405517034312,0.018410854038722772,0.016289158988347666,15.946070569351487,2.410102099601763,871.7454556161142,True,False,True,False,True,True,False,False,False,False,AA07_seasonal,AA07,seasonal,False
W68,4780,-0.04357468494267778,-0.011916031660887573,0.37626619695540187,0.4073222986335903,0.0054422846807469704,0.005891477692966876,8.006689744994564,2.022587928171685,0.26397114889104667,0.06480526849507667,0.3197372239536442,0.3652410654354225,0.004624654061054897,0.005282818045529892,57.079112384642684,12.267177846473869,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA07_seasonal,AA07,seasonal,False
W84,354,-0.02369420303485056,0.019265377975806533,0.29260660687329704,0.22381007157488939,0.015551865692380889,0.011895371095438088,1.5235601633608973,1.6195693115614413,0.1438590492466145,0.012500043322020163,0.27042357041506837,0.20641010618581704,0.014372850606788697,0.010970573368980382,10.009082622668176,1.1394156806210696,646.7304445115977,False,False,True,False,True,False,True,False,False,False,AA07_seasonal,AA07,seasonal,False
691,3214,0.15095899671534227,0.016311422840451634,0.4335865312866445,0.36887706250263036,0.007648087479963697,0.006506669003302256,19.738136770901427,2.5068776100602754,-0.07568982185298041,-0.009612457119460282,0.4500548490807484,0.37250086783761943,0.007938574213403955,0.006570589762395285,9.534435254781807,1.4629519521176277,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA07_step,AA07,step,False
703,11201,0.12127532056768006,0.01016446149263685,0.492397860864545,0.3930707406815465,0.0046525147528979835,0.003714003583895571,26.066617089637262,2.736793668350604,0.21378975286111193,0.002400487943767065,0.46390013972397687,0.38839306146929603,0.004383248619617726,0.003669805643014779,48.77427027622199,0.6541185493940879,941.5147765161167,True,False,True,False,True,False,False,False,False,False,AA07_step,AA07,step,False
F51,11792,0.03271014202269598,-0.0005903047253816682,0.28706249883295515,0.19597715555343892,0.002643520762428226,0.0018047278267741005,12.373703466830287,0.32708795011867303,0.14733112439663107,0.004930001378860443,0.25720032747960553,0.18433303961927805,0.002368523957534857,0.001697498695984754,62.20377206991491,2.904274030090166,711.6464864123344,True,False,True,False,True,True,False,False,False,False,AA07_step,AA07,step,False
F52,6019,-0.013459296796133755,0.005806559771619916,0.2886615054450705,0.19089485820759303,0.003720717531288139,0.002460549232120982,3.617392796672219,2.359863275978708,0.18810555027721954,-0.0047634444632805055,0.2324106985334149,0.17479763005074173,0.002995669821505694,0.002253063170146782,62.792484314133546,2.114208126250707,654.8380885051354,True,False,True,False,True,False,False,False,False,False,AA07_step,AA07,step,False
G96,14710,0.06918514463702595,0.005511613198013135,0.3269040817103938,0.1974300554124622,0.002695342795094349,0.0016278220651355629,25.668402832821922,3.385881857765661,0.17042889701907646,-0.0037483229565456115,0.2970567538764879,0.18264020769986083,0.0024492498750885126,0.0015058789273682646,69.58411991872303,2.4891263755820883,768.1307070317077,True,True,True,False,True,False,False,False,False,True,AA07_step,AA07,step,False
T09,76,0.08360045162626162,0.016982938794605756,0.30935687163603115,0.24884044913848544,0.03548566686714063,0.028543957127892917,2.3558934918502206,0.5949749265146622,0.010551059037390339,0.0070960821519297675,0.29775877958053276,0.27599566274128084,0.03415527446693538,0.0316588737564415,0.30891448545098005,0.22414196432006547,490.29880288748876,False,False,False,False,False,False,False,False,False,False,AA07_step,AA07,step,True
V00,470,0.08086898018861256,0.03281055202839717,0.4770323026229331,0.36958649247487724,0.022003859320376757,0.017047753668700347,3.6752180156743477,1.9246261217768124,0.29357590953685203,-0.03935260456348319,0.39890915496302315,0.3531791779133119,0.018400307231090974,0.016290940682550808,15.954946069639382,2.4156127832221306,871.7454556161142,True,False,True,False,True,True,False,False,False,False,AA07_step,AA07,step,False
W68,4780,-0.04357551223087655,-0.011913695261866229,0.3762656113969746,0.4073218712474821,0.005442276211275931,0.005891471511287819,8.006854216732295,2.0221934773069976,0.26397264229041467,0.0648059962601282,0.31973552111662634,0.36524029003266856,0.004624629431354193,0.005282806830165442,57.079739297753356,12.26734165066919,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA07_step,AA07,step,False
W84,354,-0.023686315279862043,0.019282192859809227,0.2926125716628743,0.22379993508064022,0.015552182717370105,0.011894832346847142,1.5230219262667863,1.6210562955029952,0.1438594453814012,0.012474278598294315,0.27042388330302064,0.20640911421159608,0.014372867236595735,0.01097052064614538,10.009098603172989,1.1370726149334853,646.7304445115977,False,False,True,False,True,False,True,False,False,False,AA07_step,AA07,step,False
691,3214,0.15095529906136612,0.01631282030831096,0.43358455305176,0.36887888381950706,0.007648052585629209,0.006506701129740226,19.73774334985786,2.507080006141643,-0.075686788561718,-0.009614512166494298,0.4500533687637378,0.37250128305236324,0.007938548101905607,0.00657059708642049,9.534084519000366,1.4632630855367306,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA07_timing,AA07,timing,False
703,11201,0.12127372841212693,0.010164715040962212,0.49239790327745253,0.39307081702491536,0.0046525151536444,0.003714004305240398,26.066272630435392,2.736861404985441,0.2137910720550985,0.002400424984413291,0.46389919621768905,0.38839310305567176,0.004383239704719283,0.003669806035951552,48.77467043951921,0.6541013233117318,941.5147765161167,True,False,True,False,True,False,False,False,False,False,AA07_timing,AA07,timing,False
F51,11792,0.03270373010083976,-0.0005906642847029788,0.28706083182876957,0.19597895791907607,0.0026435054112061277,0.001804744424521987,12.371349785101568,0.32728417202863774,0.1473357060503994,0.004929329846895707,0.2571967025995453,0.18433263658678284,0.002368490576491567,0.0016974949845115614,62.20658317697299,2.9038847783777553,711.6464864123344,True,False,True,False,True,True,False,False,False,False,AA07_timing,AA07,timing,False
F52,6019,-0.014386993036733745,0.005271555137441208,0.28874749654225573,0.19111436230131199,0.003721825918020684,0.002463378541586511,3.86557387519751,2.13996957773535,0.1892372740111707,-0.004923852411527176,0.23190281044803332,0.1746847783456299,0.0029891233715372513,0.002251608562207293,63.30861944779798,2.186815459033534,654.8380885051354,True,False,True,False,True,True,False,False,False,False,AA07_timing,AA07,timing,False
G96,14710,0.06918138497889488,0.005511701262480672,0.32690320278750673,0.19742905793971494,0.0026953355483250252,0.001627813840915882,25.667076970022002,3.385953064128966,0.17043233546643852,-0.0037477517836002447,0.2970532582442393,0.1826386230914691,0.002449221053401288,0.001505865862181714,69.58634265770145,2.4887686730413447,768.1307070317077,True,True,True,False,True,False,False,False,False,True,AA07_timing,AA07,timing,False
T09,76,0.08925194943405272,0.016982938794605756,0.30874192689903174,0.24884044913848544,0.035415127868076345,0.028543957127892917,2.5201645400384276,0.5949749265146622,0.006681982236677742,0.006173914727815277,0.29882858020682407,0.2760890164003674,0.03427798901482328,0.031669582155545925,0.19493507141822597,0.19494777978098807,490.29880288748876,False,False,False,False,False,False,False,False,False,False,AA07_timing,AA07,timing,True
V00,470,0.08086902521924733,0.03281197355311639,0.4770320914794823,0.3695873545868926,0.02200384958105562,0.017047793434962297,3.6752216888844815,1.9247050170038005,0.293575588413558,-0.03935302364835465,0.3989096330553406,0.3531796182733506,0.01840032928384513,0.01629096099484473,15.954909495631009,2.415635496322648,871.7454556161142,True,False,True,False,True,True,False,False,False,False,AA07_timing,AA07,timing,False
W68,4780,-0.043575579108428034,-0.01191364212812723,0.3762656126324268,0.4073218614360625,0.005442276229145414,0.005891471369376218,8.006866478967861,2.0221845072614912,0.2639727082508216,0.06480603298352614,0.31973548045071815,0.3652402680106967,0.004624628843165695,0.005282806511641373,57.07976082035688,12.267349341816201,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA07_timing,AA07,timing,False
W84,354,-0.023686833415146685,0.019282616482961604,0.2926122899903414,0.22379972065697817,0.015552167746643888,0.011894820950358084,1.5230567083008884,1.6210934627293498,0.14385963002360577,0.012474345093637488,0.27042389580907283,0.2064084322580652,0.01437286790128491,0.010970484400724151,10.009110986871656,1.137082433006702,646.7304445115977,False,False,True,False,True,False,True,False,False,False,AA07_timing,AA07,timing,False
691,3214,0.1486820192349349,0.015205834905202472,0.43035213640781533,0.3682518618954258,0.007591035580992974,0.006495641010983773,19.586526455918154,2.3409290752814447,-0.07319828572082061,-0.007470774713471437,0.44698355706191156,0.3714123326499202,0.007884399306340134,0.006551388953007046,9.283939445070875,1.1403344797659127,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA07_trailing,AA07,trailing,False
703,11201,0.1185909619274024,0.010086619400451361,0.49300870693679966,0.3930811327287846,0.004658286448083508,0.0037141017751285772,25.458065588944745,2.7157627903457695,0.21665405068760396,0.002617329574757335,0.4625510463841852,0.3883677408516805,0.004370501454844515,0.0036695663963478625,49.571897624573985,0.7132530909816029,941.5147765161167,True,False,True,False,True,False,False,False,False,False,AA07_trailing,AA07,trailing,False
F51,11792,0.026067482678106935,-0.0017154903540757835,0.2874288949516706,0.19553858889820286,0.0026468948560525595,0.0018006891241795833,9.848325715885297,0.9526854641593854,0.15224842101021613,0.004189760216147338,0.25457726353266313,0.18304509635865016,0.002344368506951414,0.0016856381960443539,64.9421882945348,2.4855631688812854,711.6464864123344,True,False,True,False,True,True,False,False,False,False,AA07_trailing,AA07,trailing,False
F52,6019,-0.017538101681759205,0.004741183914914681,0.28901791415789996,0.1910040176352066,0.0037253114799827656,0.0024619562482570646,4.707821554250369,1.9257791109290383,0.1916629301973288,-0.005108622010305341,0.2309333924586796,0.17391633357657396,0.0029766280077977284,0.0022417036532737487,64.38927863852611,2.278901585784896,654.8380885051354,True,False,True,False,True,True,False,False,False,False,AA07_trailing,AA07,trailing,False
G96,14710,0.06447995244310069,0.004801544528796167,0.32671560097241237,0.19738177745872443,0.0026937887606617583,0.0016274240106539909,23.936528871425125,2.950395531442746,0.17392331371140107,-0.002700310934040646,0.29451345004172613,0.18134721755979746,0.002428280189941437,0.0014952181499319178,71.62407140322452,1.8059645237476554,768.1307070317077,True,False,True,False,True,False,False,False,False,False,AA07_trailing,AA07,trailing,False
T09,76,2.1181396620434056,0.016982938794605756,0.5871588143994015,0.24884044913848544,0.06735173515200384,0.028543957127892917,31.448924920242195,0.5949749265146622,-1.3823165901162024,-0.32488419061243934,1.3873489893977267,0.9926401068141512,0.15913984326863082,0.11386362928706065,8.686175389671762,2.8532745060617777,490.29880288748876,True,False,True,False,False,True,False,False,False,False,AA07_trailing,AA07,trailing,True
V00,470,0.07838067645076505,0.029492170142284842,0.4770214624731526,0.3693120840838134,0.022003359301553144,0.017035096153475277,3.5622140863387353,1.7312593880644598,0.2967293872077897,-0.0368091353875818,0.39785481082861013,0.3508373497688985,0.01835167396269106,0.01618292020519772,16.169063803718412,2.274566945943368,871.7454556161142,True,False,True,False,True,True,False,False,False,False,AA07_trailing,AA07,trailing,False
W68,4780,-0.04351476796939305,-0.011845719764393288,0.3762617544392523,0.4073304439660147,0.005442220424542771,0.00589159550641446,7.995774624113824,2.0106132119043627,0.26399414159060575,0.06479098053115985,0.3197217482161914,0.36523560113194714,0.004624430221205493,0.005282739010274173,57.0868472358067,12.264656725450688,922.4097525475556,True,False,True,True,True,True,False,False,True,False,AA07_trailing,AA07,trailing,False
W84,354,-0.023765981699908605,0.019987661665080758,0.2926342017967196,0.22391034630443704,0.015553332346013372,0.01190070063718333,1.52803149647865,1.6795365478424014,0.14433254167884957,0.012113510254670001,0.2704401873387167,0.20630495726857379,0.01437373378631619,0.010964984767081947,10.041409130330095,1.1047448320253075,646.7304445115977,False,False,True,False,True,False,True,False,False,False,AA07_trailing,AA07,trailing,False
691,3214,0.15095899671534227,0.016311422840451634,0.4335865312866445,0.36887706250263036,0.007648087479963697,0.006506669003302256,19.738136770901427,2.5068776100602754,-0.07568982185298041,-0.009612457119460282,0.4500548490807484,0.37250086783761943,0.007938574213403955,0.006570589762395285,9.534435254781807,1.4629519521176277,716.8270511350477,True,False,True,False,False,False,False,False,False,False,AA08_clean,AA08,clean,False
703,11201,0.12127532056768006,0.01016446149263685,0.492397860864545,0.3930707406815465,0.0046525147528979835,0.003714003583895571,26.066617089637262,2.736793668350604,0.21378975286111193,0.002400487943767065,0.46390013972397687,0.38839306146929603,0.004383248619617726,0.003669805643014779,48.77427027622199,0.6541185493940879,941.5147765161167,True,False,True,False,True,False,False,False,False,False,AA08_clean,AA08,clean,False
F51,11792,0.03271014202269598,-0.0005903047253816682,0.28706249883295515,0.19597715555343892,0.002643520762428226,0.0018047278267741005,12.373703466830287,0.32708795011867303,0.14733112439663107,0.004930001378860443,0.25720032747960553,0.18433303961927805,0.002368523957534857,0.001697498695984754,62.20377206991491,2.904274030090166,711.6464864123344,True,False,True,False,True,True,False,False,False,False,AA08_clean,AA08,clean,False
F52,6019,-0.013459296796133755,0.005806559771619916,0.2886615054450705,0.19089485820759303,0.003720717531288139,0.002460549232120982,3.617392796672219,2.359863275978708,0.18810555027721954,-0.0047634444632805055,0.2324106985334149,0.17479763005074173,0.002995669821505694,0.002253063170146782,62.792484314133546,2.114208126250707,654.8380885051354,True,False,True,False,True,False,False,False,False,False,AA08_clean,AA08,clean,False
